name,sy_snum,sy_pnum,disc_method,disc_year,soltype,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_orbeccen,st_rad,st_mass,sy_dist
Kepler-635 b,1,1,Transit,2016,Published Confirmed,23.44964313,,,,,1.96,1.23,1141.08
Kepler-635 b,1,1,Transit,2016,Kepler Project Candidate (q1_q12_koi),23.44971004,0.1697,2.53,,0,1.43,1.19,1141.08
Kepler-635 b,1,1,Transit,2016,Kepler Project Candidate (q1_q8_koi),23.44955,0.167,2.5,,0,1.26,1.13,1141.08
Kepler-635 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),23.44970494,,,,,1.96,1.23,1141.08
Kepler-635 b,1,1,Transit,2016,Kepler Project Candidate (q1_q16_koi),23.44971004,0.1697,2.53,,0,1.43,1.19,1141.08
Kepler-635 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_koi),23.44970494,0.1764,2.71,,0,1.52,1.33,1141.08
Kepler-635 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr24_koi),23.44971004,0.1697,2.53,,0,1.43,1.19,1141.08
Kepler-635 b,1,1,Transit,2016,Published Confirmed,,,3.691,,,2.08,,1141.08
Kepler-636 b,2,1,Transit,2016,Kepler Project Candidate (q1_q8_koi),16.080672,0.113,3.58,,0,0.65,0.74,310.301
Kepler-636 b,2,1,Transit,2016,Kepler Project Candidate (q1_q17_dr24_koi),16.08066115,0.1022,2.8,,0,0.51,0.55,310.301
Kepler-636 b,2,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_koi),16.08065726,0.1185,4.43,,0,0.82,0.86,310.301
Kepler-636 b,2,1,Transit,2016,Kepler Project Candidate (q1_q16_koi),16.08066115,0.1022,2.8,,0,0.51,0.55,310.301
Kepler-636 b,2,1,Transit,2016,Published Confirmed,16.08064859,,,,,,,310.301
Kepler-636 b,2,1,Transit,2016,Published Confirmed,,,6.266,,,1.15,,310.301
Kepler-636 b,2,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),16.08065726,,,,,,,310.301
Kepler-636 b,2,1,Transit,2016,Published Confirmed,16.08066115,,4.45,,,0.8,0.85,310.301
Kepler-636 b,2,1,Transit,2016,Published Confirmed,16.08065871,,,,,,,310.301
Kepler-636 b,2,1,Transit,2016,Kepler Project Candidate (q1_q12_koi),16.08066115,0.1022,2.8,,0,0.51,0.55,310.301
Kepler-637 b,1,1,Transit,2016,Published Confirmed,23.20578088,,,,,1.39,1.15,786.091
Kepler-637 b,1,1,Transit,2016,Kepler Project Candidate (q1_q12_koi),23.20584623,0.1734,2.76,,0,1.47,1.3,786.091
Kepler-637 b,1,1,Transit,2016,Kepler Project Candidate (q1_q16_koi),23.20584623,0.1734,2.76,,0,1.47,1.3,786.091
Kepler-637 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),23.20579353,,,,,1.39,1.15,786.091
Kepler-637 b,1,1,Transit,2016,Published Confirmed,,,2.286,,,1.26,,786.091
Kepler-637 b,1,1,Transit,2016,Kepler Project Candidate (q1_q8_koi),23.20581,0.174,2.7,,0,1.46,1.3,786.091
Kepler-637 b,1,1,Transit,2016,Published Confirmed,23.20582052,,,,,1.39,1.15,786.091
Kepler-637 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_koi),23.20579353,0.1867,5.86,,0,3.23,1.61,786.091
Kepler-637 b,1,1,Transit,2016,Published Confirmed,23.20584623,,4.75,,,2.56,1.64,786.091
Kepler-637 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr24_koi),23.20584623,0.1734,2.76,,0,1.47,1.3,786.091
Kepler-638 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),6.07972016,,,,,2.15,0.92,991.214
Kepler-638 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_koi),6.07972016,0.0632,2.32,,0,1.35,0.91,991.214
Kepler-638 b,1,1,Transit,2016,Kepler Project Candidate (q1_q12_koi),6.07972888,0.0617,3.18,,0,1.59,0.85,991.214
Kepler-638 b,1,1,Transit,2016,Published Confirmed,,,3.797,,,2.2,,991.214
Kepler-638 b,1,1,Transit,2016,Kepler Project Candidate (q1_q8_koi),6.079629,0.063,2.8,,0,1.49,0.91,991.214
Kepler-638 b,1,1,Transit,2016,Published Confirmed,6.07958143,,,,,2.15,0.92,991.214
Kepler-638 b,1,1,Transit,2016,Published Confirmed,6.07969618,,,,,2.15,0.92,991.214
Kepler-638 b,1,1,Transit,2016,Kepler Project Candidate (q1_q16_koi),6.07972888,0.0617,3.18,,0,1.59,0.85,991.214
Kepler-638 b,1,1,Transit,2016,Published Confirmed,6.07972888,,1.83,,,0.93,0.88,991.214
Kepler-638 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr24_koi),6.07972888,0.0617,3.18,,0,1.59,0.85,991.214
Kepler-639 b,1,1,Transit,2016,Published Confirmed,10.21418433,,,,,1.73,1.04,850.242
Kepler-639 b,1,1,Transit,2016,Kepler Project Candidate (q1_q12_koi),10.21420496,0.0915,2.17,,0,1.19,0.98,850.242
Kepler-639 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr24_koi),10.21420496,0.0915,2.17,,0,1.19,0.98,850.242
Kepler-639 b,1,1,Transit,2016,Kepler Project Candidate (q1_q8_koi),10.214019,0.094,2.1,,0,1.06,1.07,850.242
Kepler-639 b,1,1,Transit,2016,Published Confirmed,10.21420496,,2.38,,,1.29,1.14,850.242
Kepler-639 b,1,1,Transit,2016,Kepler Project Candidate (q1_q16_koi),10.21420496,0.0915,2.17,,0,1.19,0.98,850.242
Kepler-639 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),10.21418792,,,,,1.73,1.04,850.242
Kepler-639 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_koi),10.21418792,0.0966,2.29,,0,1.33,1.15,850.242
Kepler-639 b,1,1,Transit,2016,Published Confirmed,,,2.806,,,1.63,,850.242
Kepler-639 b,1,1,Transit,2016,Published Confirmed,10.2141717,,,,,1.73,1.04,850.242
Kepler-640 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),22.24814617,,,,,1.04,0.99,557.787
Kepler-640 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_koi),22.24814617,0.1566,2.72,,0,0.94,1.03,557.787
Kepler-640 b,1,1,Transit,2016,Kepler Project Candidate (q1_q12_koi),22.24813967,0.1602,2.73,,0,0.99,1.1,557.787
Kepler-640 b,1,1,Transit,2016,Kepler Project Candidate (q1_q8_koi),22.24818,0.159,2.57,,0,1.02,1.07,557.787
Kepler-640 b,1,1,Transit,2016,Published Confirmed,,,2.847,,,0.99,,557.787
Kepler-640 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr24_koi),22.24813967,0.1602,2.73,,0,0.99,1.1,557.787
Kepler-640 b,1,1,Transit,2016,Kepler Project Candidate (q1_q16_koi),22.24813967,0.1602,2.73,,0,0.99,1.1,557.787
Kepler-640 b,1,1,Transit,2016,Published Confirmed,22.24815483,,,,,1.04,0.99,557.787
Kepler-640 b,1,1,Transit,2016,Published Confirmed,22.24813967,,2.56,,,0.94,1.01,557.787
Kepler-640 b,1,1,Transit,2016,Published Confirmed,22.24820572,,,,,1.04,0.99,557.787
Kepler-641 b,1,1,Transit,2016,Published Confirmed,9.48966441,,,,,1.74,0.96,969.918
Kepler-641 b,1,1,Transit,2016,Kepler Project Candidate (q1_q12_koi),9.48961571,0.0879,2.02,,0,1.2,1,969.918
Kepler-641 b,1,1,Transit,2016,Kepler Project Candidate (q1_q16_koi),9.48961571,0.0879,2.02,,0,1.2,1,969.918
Kepler-641 b,1,1,Transit,2016,Published Confirmed,9.48963348,,,,,1.74,0.96,969.918
Kepler-641 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr24_koi),9.48961571,0.0879,2.02,,0,1.2,1,969.918
Kepler-641 b,1,1,Transit,2016,Published Confirmed,9.48961571,,1.85,,,1.13,1.02,969.918
Kepler-641 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),9.48965527,,,,,1.74,0.96,969.918
Kepler-641 b,1,1,Transit,2016,Kepler Project Candidate (q1_q8_koi),9.489383,0.085,1.77,,0,1.06,0.92,969.918
Kepler-641 b,1,1,Transit,2016,Published Confirmed,,,2.961,,,1.65,,969.918
Kepler-641 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_koi),9.48965527,0.0879,2.16,,0,1.2,1,969.918
Kepler-642 b,1,1,Transit,2016,Published Confirmed,4.41746712,,,,,1.33,1.23,781.582
Kepler-642 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr24_koi),4.41745855,0.0557,1.99,,0,1.16,1.18,781.582
Kepler-642 b,1,1,Transit,2016,Kepler Project Candidate (q1_q12_koi),4.41745855,0.0557,1.99,,0,1.16,1.18,781.582
Kepler-642 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),4.41746257,,,,,1.33,1.23,781.582
Kepler-642 b,1,1,Transit,2016,Kepler Project Candidate (q1_q16_koi),4.41745855,0.0557,1.99,,0,1.16,1.18,781.582
Kepler-642 b,1,1,Transit,2016,Published Confirmed,,,2.229,,,1.29,,781.582
Kepler-642 b,1,1,Transit,2016,Published Confirmed,4.41745855,,2.9,,,1.66,1.4,781.582
Kepler-642 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_koi),4.41746257,0.0589,3.95,,0,2.3,1.4,781.582
Kepler-642 b,1,1,Transit,2016,Published Confirmed,4.41746331,,,,,1.33,1.23,781.582
Kepler-642 b,1,1,Transit,2016,Kepler Project Candidate (q1_q8_koi),4.417463,0.056,2.25,,0,1.24,1.22,781.582
Kepler-643 b,1,1,Transit,2016,Published Confirmed,16.33888142,,,,,2.71,,1063.58
Kepler-643 b,1,1,Transit,2016,Kepler Project Candidate (q1_q16_koi),16.33889626,0.1321,10.99,,0,2.69,1.15,1063.58
Kepler-643 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),16.33888067,,,,,2.71,,1063.58
Kepler-643 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr24_koi),16.33889626,0.1321,10.99,,0,2.69,1.15,1063.58
Kepler-643 b,1,1,Transit,2016,Kepler Project Candidate (q1_q12_koi),16.33889626,0.1321,10.99,,0,2.69,1.15,1063.58
Kepler-643 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_koi),16.33888067,0.1295,10.47,,0,2.6,1.08,1063.58
Kepler-643 b,1,1,Transit,2016,Kepler Project Candidate (q1_q8_koi),16.338952,0.137,12.7,,0,2.73,1.29,1063.58
Kepler-643 b,1,1,Transit,2016,Published Confirmed,16.33887888,,,,,2.71,,1063.58
Kepler-643 b,1,1,Transit,2016,Published Confirmed,16.33889626,,10.16,,,2.52,1,1063.58
Kepler-643 b,1,1,Transit,2016,Published Confirmed,,0.126,12.778,321.0083,0.37,2.69,1.15,1063.58
Kepler-643 b,1,1,Transit,2016,Published Confirmed,,,10.424,,,2.58,,1063.58
Kepler-644 b,1,1,Transit,2016,Published Confirmed,,,3.444,,,1.77,,1318.05
Kepler-644 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_koi),3.17391404,0.0466,3.07,,0,1.58,1.34,1318.05
Kepler-644 b,1,1,Transit,2016,Published Confirmed,3.17391164,,,,,1.83,1.29,1318.05
Kepler-644 b,1,1,Transit,2016,Published Confirmed,3.17392139,,,,,1.83,1.29,1318.05
Kepler-644 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),3.17391404,,,,,1.83,1.29,1318.05
Kepler-644 b,1,1,Transit,2016,Published Confirmed,3.1739171,,3.15,,,1.81,1.49,1318.05
Kepler-644 b,1,1,Transit,2016,Kepler Project Candidate (q1_q12_koi),3.1739171,0.0469,2.95,,0,1.65,1.36,1318.05
Kepler-644 b,1,1,Transit,2016,Kepler Project Candidate (q1_q8_koi),3.173905,0.045,2.8,,0,1.52,1.22,1318.05
Kepler-644 b,1,1,Transit,2016,Kepler Project Candidate (q1_q16_koi),3.1739171,0.0469,2.95,,0,1.65,1.36,1318.05
Kepler-644 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr24_koi),3.1739171,0.0469,2.95,,0,1.65,1.36,1318.05
Kepler-645 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),3.27582198,,,,,1.42,1.23,1173.57
Kepler-645 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr24_koi),3.27582262,0.0442,2.18,,0,1.27,1.07,1173.57
Kepler-645 b,1,1,Transit,2016,Kepler Project Candidate (q1_q16_koi),3.27582262,0.0442,2.18,,0,1.27,1.07,1173.57
Kepler-645 b,1,1,Transit,2016,Published Confirmed,3.27582262,,2.1,,,1.21,1.13,1173.57
Kepler-645 b,1,1,Transit,2016,Published Confirmed,3.27581872,,,,,1.42,1.23,1173.57
Kepler-645 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_koi),3.27582198,0.049,3.54,,0,1.97,1.46,1173.57
Kepler-645 b,1,1,Transit,2016,Kepler Project Candidate (q1_q8_koi),3.275783,0.046,2.28,,0,1.35,1.2,1173.57
Kepler-645 b,1,1,Transit,2016,Published Confirmed,3.27581523,,,,,1.42,1.23,1173.57
Kepler-645 b,1,1,Transit,2016,Kepler Project Candidate (q1_q12_koi),3.27582262,0.0442,2.18,,0,1.27,1.07,1173.57
Kepler-645 b,1,1,Transit,2016,Published Confirmed,,,2.828,,,1.58,,1173.57
Kepler-646 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),15.87360981,,,,,0.84,0.95,451.794
Kepler-646 b,1,1,Transit,2016,Kepler Project Candidate (q1_q12_koi),15.87364565,0.1149,1.61,,0,0.74,0.8,451.794
Kepler-646 b,1,1,Transit,2016,Published Confirmed,15.87364565,,1.99,,,0.91,0.93,451.794
Kepler-646 b,1,1,Transit,2016,Published Confirmed,,,1.726,,,0.83,,451.794
Kepler-646 b,1,1,Transit,2016,Kepler Project Candidate (q1_q8_koi),15.87369,0.123,1.96,,0,0.83,1,451.794
Kepler-646 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_koi),15.87360981,0.1149,1.53,,0,0.74,0.8,451.794
Kepler-646 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr24_koi),15.87364565,0.1149,1.61,,0,0.74,0.8,451.794
Kepler-646 b,1,1,Transit,2016,Published Confirmed,15.8736103,,,,,0.84,0.95,451.794
Kepler-646 b,1,1,Transit,2016,Published Confirmed,15.87328405,,,,,0.84,0.95,451.794
Kepler-646 b,1,1,Transit,2016,Kepler Project Candidate (q1_q16_koi),15.87364565,0.1149,1.61,,0,0.74,0.8,451.794
Kepler-647 b,1,2,Transit,2016,Published Confirmed,16.2255329,,,,,1.55,1.07,1087.87
Kepler-647 b,1,2,Transit,2016,Kepler Project Candidate (q1_q8_koi),16.22547,0.13,1.39,,0,1.18,1.12,1087.87
Kepler-647 b,1,2,Transit,2016,Published Confirmed,16.2254649,,1.17,,,1.07,1.03,1087.87
Kepler-647 b,1,2,Transit,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),16.2254975,,,,,1.55,1.07,1087.87
Kepler-647 b,1,2,Transit,2016,Kepler Project Candidate (q1_q16_koi),16.2254649,0.1224,1.15,,0,1.05,0.93,1087.87
Kepler-647 b,1,2,Transit,2016,Published Confirmed,16.22534399,,,,,1.55,1.07,1087.87
Kepler-647 b,1,2,Transit,2016,Kepler Project Candidate (q1_q17_dr24_koi),16.2254649,0.1224,1.15,,0,1.05,0.93,1087.87
Kepler-647 b,1,2,Transit,2016,Published Confirmed,,,1.641,,,1.49,,1087.87
Kepler-647 b,1,2,Transit,2016,Kepler Project Candidate (q1_q17_dr25_koi),16.2254975,0.1222,1.21,,0,1.1,0.92,1087.87
Kepler-647 b,1,2,Transit,2016,Kepler Project Candidate (q1_q12_koi),16.2254649,0.1224,1.15,,0,1.05,0.93,1087.87
Kepler-647 c,1,2,Transit,2020,Kepler Project Candidate (q1_q17_dr25_sup_koi),29.66631669,,,,,1.55,1.07,1087.87
Kepler-647 c,1,2,Transit,2020,Kepler Project Candidate (q1_q17_dr25_koi),29.66631669,0.1827,2.83,,0,1.1,0.92,1087.87
Kepler-647 c,1,2,Transit,2020,Kepler Project Candidate (q1_q17_dr24_koi),29.66629667,0.1831,2.7,,0,1.05,0.93,1087.87
Kepler-647 c,1,2,Transit,2020,Kepler Project Candidate (q1_q8_koi),29.66653,0.195,3.26,,0,1.18,1.12,1087.87
Kepler-647 c,1,2,Transit,2020,Kepler Project Candidate (q1_q12_koi),29.66629667,0.1831,2.7,,0,1.05,0.93,1087.87
Kepler-647 c,1,2,Transit,2020,Kepler Project Candidate (q1_q16_koi),29.66629667,0.1831,2.7,,0,1.05,0.93,1087.87
Kepler-647 c,1,2,Transit,2020,Published Confirmed,29.6663,,4.001,,,1.55,1.07,1087.87
Kepler-647 c,1,2,Transit,2020,Published Confirmed,29.66624383,,,,,1.55,1.07,1087.87
Kepler-648 b,1,1,Transit,2016,Kepler Project Candidate (q1_q8_koi),17.421125,0.13,2.87,,0,0.86,0.97,636.03
Kepler-648 b,1,1,Transit,2016,Kepler Project Candidate (q1_q16_koi),17.4211749,0.1302,2.85,,0,0.87,0.97,636.03
Kepler-648 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),17.42115972,,,,,0.98,1,636.03
Kepler-648 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_koi),17.42115972,0.1341,3.11,,0,0.97,1.06,636.03
Kepler-648 b,1,1,Transit,2016,Published Confirmed,17.4211749,,3.22,,,0.98,1.05,636.03
Kepler-648 b,1,1,Transit,2016,Published Confirmed,,,3.036,,,0.95,,636.03
Kepler-648 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr24_koi),17.4211749,0.1302,2.85,,0,0.87,0.97,636.03
Kepler-648 b,1,1,Transit,2016,Published Confirmed,17.42114966,,,,,0.98,1,636.03
Kepler-648 b,1,1,Transit,2016,Kepler Project Candidate (q1_q12_koi),17.4211749,0.1302,2.85,,0,0.87,0.97,636.03
Kepler-648 b,1,1,Transit,2016,Published Confirmed,17.42119869,,,,,0.98,1,636.03
Kepler-649 b,1,1,Transit,2016,Published Confirmed,29.90722674,,2.26,,,0.94,0.97,513.748
Kepler-649 b,1,1,Transit,2016,Kepler Project Candidate (q1_q12_koi),29.90722674,0.1761,2.46,,0,1.01,0.81,513.748
Kepler-649 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),29.90721859,,,,,0.89,1.09,513.748
Kepler-649 b,1,1,Transit,2016,Kepler Project Candidate (q1_q16_koi),29.90722674,0.1761,2.46,,0,1.01,0.81,513.748
Kepler-649 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr24_koi),29.90722674,0.1761,2.46,,0,1.01,0.81,513.748
Kepler-649 b,1,1,Transit,2016,Published Confirmed,29.90728728,,,,,0.89,1.09,513.748
Kepler-649 b,1,1,Transit,2016,Kepler Project Candidate (q1_q8_koi),29.90757,0.195,2.8,,0,1.14,1.1,513.748
Kepler-649 b,1,1,Transit,2016,Published Confirmed,,,2.243,,,0.93,,513.748
Kepler-649 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_koi),29.90721859,0.1805,2.16,,0,0.9,0.88,513.748
Kepler-649 b,1,1,Transit,2016,Published Confirmed,29.90726556,,,,,0.89,1.09,513.748
Kepler-65 b,1,4,Transit,2012,Kepler Project Candidate (q1_q12_koi),2.15490904,0.0354,1.5,,0,1.42,1.27,303.728
Kepler-65 b,1,4,Transit,2012,Published Confirmed,,,1.452,,,1.45,,303.728
Kepler-65 b,1,4,Transit,2012,Kepler Project Candidate (q1_q17_dr24_koi),2.15490904,0.0354,1.5,,0,1.42,1.27,303.728
Kepler-65 b,1,4,Transit,2012,Published Confirmed,2.1549209,,1.444,2.4,0.028,1.44,1.25,303.728
Kepler-65 b,1,4,Transit,2012,Kepler Project Candidate (q1_q17_dr25_koi),2.15491124,0.035,1.42,,0,1.42,1.23,303.728
Kepler-65 b,1,4,Transit,2012,Kepler Project Candidate (q1_q8_koi),2.1549189,0.035,1.27,,0,1.2,1.21,303.728
Kepler-65 b,1,4,Transit,2012,Published Confirmed,2.15490651,,,,,1.51,1.17,303.728
Kepler-65 b,1,4,Transit,2012,Kepler Project Candidate (q1_q17_dr25_sup_koi),2.15491124,,,,,1.51,1.17,303.728
Kepler-65 b,1,4,Transit,2012,Published Confirmed,2.15490783,,,,,1.51,1.17,303.728
Kepler-65 b,1,4,Transit,2012,Published Confirmed,2.15491,0.035,1.42,,,1.41,1.25,303.728
Kepler-65 b,1,4,Transit,2012,Published Confirmed,2.15490904,,1.51,,,1.39,1.22,303.728
Kepler-65 b,1,4,Transit,2012,Published Confirmed,2.1549156,,1.409,,0.02,1.51,1.17,303.728
Kepler-65 b,1,4,Transit,2012,Kepler Project Candidate (q1_q16_koi),2.15490904,0.0354,1.5,,0,1.42,1.27,303.728
Kepler-65 c,1,4,Transit,2012,Kepler Project Candidate (q1_q12_koi),5.85993872,0.069,2.55,,0,1.42,1.27,303.728
Kepler-65 c,1,4,Transit,2012,Kepler Project Candidate (q1_q17_dr25_koi),5.85993596,0.0682,2.56,,0,1.42,1.23,303.728
Kepler-65 c,1,4,Transit,2012,Published Confirmed,5.8599424,,,,,1.51,1.17,303.728
Kepler-65 c,1,4,Transit,2012,Kepler Project Candidate (q1_q8_koi),5.859933,0.068,2.36,,0,1.2,1.21,303.728
Kepler-65 c,1,4,Transit,2012,Kepler Project Candidate (q1_q16_koi),5.85993872,0.069,2.55,,0,1.42,1.27,303.728
Kepler-65 c,1,4,Transit,2012,Published Confirmed,5.85994028,,,,,1.51,1.17,303.728
Kepler-65 c,1,4,Transit,2012,Kepler Project Candidate (q1_q17_dr25_sup_koi),5.85993596,,,,,1.51,1.17,303.728
Kepler-65 c,1,4,Transit,2012,Kepler Project Candidate (q1_q17_dr24_koi),5.85993872,0.069,2.55,,0,1.42,1.27,303.728
Kepler-65 c,1,4,Transit,2012,Published Confirmed,5.859944,0.068,2.58,,,1.41,1.25,303.728
Kepler-65 c,1,4,Transit,2012,Published Confirmed,,,2.61,,,1.45,,303.728
Kepler-65 c,1,4,Transit,2012,Published Confirmed,5.85993872,,2.43,,,1.39,1.22,303.728
Kepler-65 c,1,4,Transit,2012,Published Confirmed,5.86,,2.61,26.6,,1.42,1.27,303.728
Kepler-65 c,1,4,Transit,2012,Published Confirmed,5.859697,,2.623,5.4,0.02,1.44,1.25,303.728
Kepler-65 c,1,4,Transit,2012,Published Confirmed,5.8599408,,2.571,,0.08,1.51,1.17,303.728
Kepler-65 d,1,4,Transit,2012,Published Confirmed,8.13167,,1.587,4.14,0.014,1.44,1.25,303.728
Kepler-65 d,1,4,Transit,2012,Kepler Project Candidate (q1_q8_koi),8.131146,0.084,1.41,,0,1.2,1.21,303.728
Kepler-65 d,1,4,Transit,2012,Published Confirmed,8.131,,,,,1.42,1.27,303.728
Kepler-65 d,1,4,Transit,2012,Kepler Project Candidate (q1_q12_koi),8.13122484,0.0858,1.76,,0,1.42,1.27,303.728
Kepler-65 d,1,4,Transit,2012,Published Confirmed,8.13119911,,,,,1.51,1.17,303.728
Kepler-65 d,1,4,Transit,2012,Published Confirmed,,,1.607,,,1.45,,303.728
Kepler-65 d,1,4,Transit,2012,Kepler Project Candidate (q1_q17_dr25_koi),8.13121389,0.0848,1.58,,0,1.42,1.23,303.728
Kepler-65 d,1,4,Transit,2012,Kepler Project Candidate (q1_q17_dr25_sup_koi),8.13121389,,,,,1.51,1.17,303.728
Kepler-65 d,1,4,Transit,2012,Published Confirmed,8.131231,,1.506,,0.1,1.51,1.17,303.728
Kepler-65 d,1,4,Transit,2012,Published Confirmed,8.13135942,,,,,1.51,1.17,303.728
Kepler-65 d,1,4,Transit,2012,Kepler Project Candidate (q1_q17_dr24_koi),8.13122484,0.0858,1.76,,0,1.42,1.27,303.728
Kepler-65 d,1,4,Transit,2012,Kepler Project Candidate (q1_q16_koi),8.13122484,0.0858,1.76,,0,1.42,1.27,303.728
Kepler-65 d,1,4,Transit,2012,Published Confirmed,8.13122484,,1.67,,,1.39,1.22,303.728
Kepler-65 d,1,4,Transit,2012,Published Confirmed,8.13123,0.084,1.52,,,1.41,1.25,303.728
Kepler-65 e,1,4,Radial Velocity,2019,Published Confirmed,258.8,,,260,0.283,1.44,1.25,303.728
Kepler-650 b,1,1,Transit,2016,Kepler Project Candidate (q1_q8_koi),3.032154,0.043,4.24,,0,1.7,1.18,884.378
Kepler-650 b,1,1,Transit,2016,Kepler Project Candidate (q1_q12_koi),3.03214559,0.0415,3.49,,0,1.57,1.03,884.378
Kepler-650 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),3.03214795,,,,,,,884.378
Kepler-650 b,1,1,Transit,2016,Published Confirmed,3.03214559,,2.96,,,1.35,1.08,884.378
Kepler-650 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_koi),3.03214795,0.0421,3.62,,0,1.45,1.08,884.378
Kepler-650 b,1,1,Transit,2016,Kepler Project Candidate (q1_q16_koi),3.03214559,0.0415,3.49,,0,1.57,1.03,884.378
Kepler-650 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr24_koi),3.03214559,0.0415,3.49,,0,1.57,1.03,884.378
Kepler-650 b,1,1,Transit,2016,Published Confirmed,3.03214684,,,,,,,884.378
Kepler-651 b,1,1,Transit,2016,Kepler Project Candidate (q1_q12_koi),21.38521506,0.1449,2.29,,0,0.84,0.89,509.408
Kepler-651 b,1,1,Transit,2016,Kepler Project Candidate (q1_q8_koi),21.3845,0.147,2.16,,0,0.87,0.92,509.408
Kepler-651 b,1,1,Transit,2016,Kepler Project Candidate (q1_q16_koi),21.38521506,0.1449,2.29,,0,0.84,0.89,509.408
Kepler-651 b,1,1,Transit,2016,Published Confirmed,21.38522222,,,,,0.85,0.94,509.408
Kepler-651 b,1,1,Transit,2016,Published Confirmed,21.38521506,,2.37,,,0.87,0.92,509.408
Kepler-651 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_koi),21.3851584,0.1409,2.17,,0,0.82,0.81,509.408
Kepler-651 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr24_koi),21.38521506,0.1449,2.29,,0,0.84,0.89,509.408
Kepler-651 b,1,1,Transit,2016,Published Confirmed,,,2.252,,,0.86,,509.408
Kepler-651 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),21.3851584,,,,,0.85,0.94,509.408
Kepler-652 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr24_koi),4.18200253,0.0484,2.57,,0,0.89,0.86,394.55
Kepler-652 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_koi),4.18200189,0.0503,2.46,,0,0.86,0.97,394.55
Kepler-652 b,1,1,Transit,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),4.18200189,,,,,0.86,0.92,394.55
Kepler-652 b,1,1,Transit,2016,Kepler Project Candidate (q1_q8_koi),4.1820097,0.049,2.58,,0,0.9,0.91,394.55
Kepler-652 b,1,1,Transit,2016,Published Confirmed,4.18200195,,,,,0.86,0.92,394.55
Kepler-652 b,1,1,Transit,2016,Kepler Project Candidate (q1_q12_koi),4.18200253,0.0484,2.57,,0,0.89,0.86,394.55
